No.,Date,Year,Location,Name,Species,Diameter (mm),Notes (injury)
111,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
112,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,50,0
113,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
114,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,65,0
115,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,370,0
116,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,135,0
117,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
118,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,215,0
119,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,85,0
120,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
121,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,105,0
122,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
123,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,320,0
124,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,125,0
125,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
126,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,260,0
127,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
128,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,310,0
129,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,175,0
130,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,245,0
131,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,225,0
132,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,340,0
133,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,215,0
134,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,290,0
135,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,260,0
136,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,245,0
137,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,235,0
138,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,180,0
139,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,180,0
140,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,130,0
141,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,235,0
142,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,220,0
143,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,225,0
144,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,60,0
145,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
146,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,150,Bleached
147,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,180,Pale
148,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,155,0
149,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,105,0
150,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,245,0
151,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,150,0
152,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,255,0
153,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
154,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,240,0
155,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,180,0
156,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,65,0
157,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,225,0
158,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,275,0
159,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,345,10
160,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,280,0
161,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,150,10
162,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
163,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,170,0
164,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,140,10
165,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
166,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,170,0
167,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,140,20
168,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
169,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,275,10
170,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,255,0
171,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,225,0
172,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
173,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,195,0
174,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,140,0
175,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,175,0
176,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,240,10
177,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,85,0
178,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,175,0
179,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,70,0
180,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
181,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,85,0
182,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,245,Pale
183,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,265,20
184,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,310,40
185,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,120,0
186,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,40,0
187,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,40,0
188,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,130,0
189,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
190,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,20
191,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,50,0
192,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,80,0
193,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,90,0
194,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
195,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,40,0
196,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,105,0
197,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,65,0
198,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,26,0
199,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,65,0
200,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
201,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,150,0
202,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,115,0
203,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,105,0
204,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,110,0
205,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,70,0
206,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,125,0
207,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,85,0
208,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
209,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
210,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
211,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,65,0
212,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,65,0
213,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,80,0
214,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,250,0
215,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,240,0
216,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,80,Pale
217,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,120,0
218,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,125,10
219,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,185,20
220,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,130,10
221,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
222,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,150,0
223,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
224,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
225,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
226,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,75,0
227,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,80,0
228,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,100,0
229,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,160,0
230,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,175,0
231,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,95,0
232,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,50,0
233,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,55,0
234,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,60,0
235,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,400,0
236,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,40,0
237,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,260,0
1,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
2,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,310,0
3,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,290,0
4,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,150,0
5,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,155,0
6,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,165,0
7,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,70,0
8,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,120,0
9,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,140,0
10,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,110,0
11,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,170,0
12,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,120,0
13,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,55,0
14,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
15,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,75,0
16,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,160,0
17,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,140,0
18,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
19,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,10
20,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
21,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,80,0
22,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,130,0
23,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
24,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
25,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,140,0
26,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
27,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,160,0
28,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,85,0
29,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,65,0
30,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,225,0
31,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
32,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
33,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,135,0
34,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,290,0
35,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
36,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,360,0
37,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,235,0
38,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,110,0
39,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,150,0
40,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,90,0
41,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,170,0
42,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
43,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,180,0
44,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,85,0
45,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,65,0
46,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,95,Bleached
47,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
48,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,120,0
49,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
50,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
51,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,280,0
52,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
53,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
54,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,250,0
55,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,270,0
56,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,180,0
57,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,195,0
58,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,280,0
59,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,330,0
60,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,290,0
61,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,145,0
62,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,120,0
63,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,215,0
64,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,185,0
65,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,160,0
66,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,225,0
67,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,145,0
68,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
69,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,75,0
70,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,170,0
71,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,180,0
72,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
73,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,205,0
74,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,175,0
75,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,385,0
76,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
77,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,245,0
78,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,65,0
79,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,130,0
80,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,265,0
81,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,170,0
82,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
83,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,225,0
84,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,265,0
85,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
86,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,160,0
87,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,160,0
88,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,180,0
89,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,65,0
90,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,100,5
91,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,70,10
92,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
93,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,270,0
94,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,70,0
95,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,120,0
96,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,110,0
97,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,100,0
98,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,160,0
99,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,60,0
